die Wirklichkeit, -en	reality	Im Reisebüro haben sie gesagt: ein schönes Hotel. Die Wirklichkeit sieht ganz anders aus.	At the travel agency they said: a nice hotel. The reality is very different.
der Wirt, -e	landlord	Ich kenne die Wirtin von diesem Lokal. Sie ist sehr nett.	I know the landlady of this place. She is very nice.
die Wirtschaft, -en	economics	In der Schule lernen die Kinder viel über Wirtschaft und Politik.	At school, the children learn a lot about business and politics.
wissen, weiß, wusste, hat gewusst	to know	Weißt du, wie der Hausmeister heißt?	Do you know what the caretaker's name is?
der Witz, -e	joe	Wir haben Witze erzählt und viel gelacht.	We told jokes and laughed a lot.
wo	where	Wo waren Sie im Urlaub?	Where were they in their holidays?
woher	from where	Woher kommst du?	Where are you from?
wohin	to where	Wohin kommt der Schrank?	Where is the closet?
wohl	well	Kann ich nach Hause gehen? Ich fühle mich nicht wohl.	Can I go home? I do not feel comfortable.
das Wohngeld, -er	housing money, housing allowance	Wo kann ich Wohngeld beantragen?	Where can I apply for housing allowance?
die Wohngemeinschaft, -en	commune, shared flat	Früher habe ich in einer Wohngemeinschaft gewohnt.	I used to live in a shared flat.
die Wohnung, -en	flat, apartment	Wir suchen eine möblierte Wohnung, möglichst im Zentrum.	We are looking for a furnished apartment, possibly in the center.
das Wohnungsamt, -"er	housing office	Sie müssen aufs Wohnungsamt gehen.	You have to go to the housing office.
das Wohnzimmer, -	living room	Wir sitzen im Wohnzimmer und sehen fern.	We are sitting in the living room watching TV.
die Wolke, -n	cloud	Es sind viele Wolken am Himmel.	There are many clouds in the sky.
die Wolle, -n	wool	Dieser Pullover ist aus reiner Wolle.	This sweater is made of pure wool.
worüber	over/ about what/ which	Worüber lachen Sie?	What are you laughing at?
worum	over/ about which, what about/ around	Kann ich Herrn Meier sprechen? - Worum geht es denn?	Can I speak to Mr. Meier? - What is it about?
das Wort, -"er / das Wort, -e	word	Ich kenne diese beiden Wörter nicht.	I do not know these two words.
das Wörterbuch, -"er	dictionary	Ich muss das Wort im Wörterbuch nachschlagen.	I have to look up the word in the dictionary.
die Wunde, -n	wound	Die Wunde müssen wir sofort verbinden.	We have to connect the wound immediately.
wundern, wundert, wunderte, hat gewundert	surprise	Es wundert mich, dass das Essen hier so günstig ist.	I'm surprised that the food here is so cheap.
das Wunder, -	wonder	Ich bin mit dem Fahrrad gestürzt. Es war ein Wunder, dass nichts Schlimmes passiert ist.	I crashed my bike. It was a miracle that nothing bad happened.
wunderbar	wonderful, marvellous	Im ganzen Urlaub hatten wir wunderbares Wetter.	Throughout the holiday we had wonderful weather.
wunderschön	beautiful	Wir haben einen Ausflug gemacht. Es war wunderschön.	We made a trip. It was wonderful.
der Wunsch, -"e	wish	Haben Sie sonst noch einen Wunsch?	Do you have any other wishes?
die Wurst, -"e	sausage	Diese Wurst ist mir zu fett.	This sausage is too fat for me.
wütend	angry	Warum bist du so wütend?	Why are you so angry?
die Zahl, -en	number	Können Sie die Zahl bitte wiederholen?	Can you please repeat the number?
die Zahlung, -en	payment	Bitte geben Sie bei der Zahlung die Rechnungsnummer an.	Please enter the invoice number when paying.
zählen, zählt, zählte, hat gezählt	to count	Bitte zählen Sie das Wechselgeld sofort nach.	Please count the change immediately.
der Zahn, -"e	tooth	Der Zahn tut mir schon lange weh.	The tooth hurts me a long time ago.
das Zeichen, -	sign	Bitte fangen Sie erst an, wenn ich Ihnen ein Zeichen gebe.	Please do not start until I give you a sign.
das Verkehrszeichen, -	street sign	Meine Kinder lernen in der Schule gerade die Verkehrszeichen.	My children are currently learning the traffic signs at school.
die Zeit, -en	time	Ich habe heute keine Zeit.	I do not have time today.
die Zeitarbeit, -en	temporary work	Ich habe einen Job bei einer Zeitarbeitsfirma bekommen.	I got a job at a temporary employment agency.
der Zeitpunkt, -e	point in time	Er ist krank. Das ist kein guter Zeitpunkt für einen Besuch.	He is sick. This is not a good time to visit.
zurzeit	at the moment	Zurzeit habe ich sehr viel zu tun.	I'm very busy at the moment.
die Zeitschrift, -en	magazine	Diese Zeitschrift kaufe ich jede Woche.	I buy this magazine every week.
die Zeitung, -en	newspaper	Ich lese manchmal Zeitung.	I sometimes read the newspaper.
das Zelt, -e	tent	Wir machen Camping- Urlaub und nehmen ein Zelt mit.	We go camping and take a tent.
zentral	central	Wir suchen eine Zweizimmerwohnung in zentraler Lage.	We are looking for a two-room apartment in a central location.
das Zentrum, die Zentren	centre	Im Zentrum gibt es fast keine Parkplätze.	There are almost no parking spaces in the center.
das Zertifikat, -e	certificate	Wenn ich die Prüfung schaffe, bekomme ich ein Zertifikat.	When I get the exam, I get a certificate.
der Zettel, -	note	Hast du einen Zettel für mich? Ich muss etwas aufschreiben.	Do you have a note for me? I have to write something down.
das Zeug (Sg.) / -zeug	stuff, gear	Was hast du mit meinen Sachen gemacht? - Ich habe dein ganzes Zeug in dein Zimmer getan.	What did you do with my things? - I put all your stuff in your room.
der Zeuge, -n	witness	Die Polizei sucht noch Zeugen für den Unfall.	The police are still looking for witnesses for the accident.
das Zeugnis, -se	certificate, report, reference	Wenn Sie die Prüfung schaffen, bekommen Sie ein Zeugnis.	If you pass the exam, you will receive a certificate.
das Ziel, -e	goal, aim	Ich will die Prüfung unbedingt schaffen. Das ist mein Ziel.	I really want to do the exam. That is my goal.
ziemlich	fairly, rather	Ich bin ziemlich müde. Ich gehe ins Bett.	I am really tired. I go to bed.
die Zigarette, -n	cigarette	Wie viele Zigaretten rauchst du am Tag?	How many cigarettes do you smoke a day?
das Zimmer, -	room	Die Wohnung hat drei Zimmer.	The apartment has three rooms.
die Zinsen (Pl.)	interest	Wie viele Zinsen bekomme ich für mein Sparkonto?	How much interest do I get for my savings account?
zirka/circa	circa, approximately	Meine Wohnung ist zirka fünf Minuten vom Zentrum entfernt.	My apartment is about five minutes from the center.
die Zitrone, -n	lemon	Ich hätte gern einen Tee mit Zitrone.	I would like a lemon tea.
der Zoll, -"e	customs	Das war die Passkontrolle. Wir müssen jetzt noch durch den Zoll.	That was the passport control. We still have to go through customs.
die Zone, -n	zone	Hier musst du langsam fahren. Das ist eine verkehrsberuhigte Zone.	Here you have to drive slowly. This is a traffic calmed zone.
der Zoo, -s	zoo	Am Sonntag gehen wir mit den Kindern in den Zoo.	On Sunday we go to the zoo with the kids.
zu-	to, on, by, too, for	Ich bringe Sie zum Bahnhof. / Wann sind Sie zu Hause?	I'll take you to the train station. / When are you at home?
der Zucker, -	sugar	Nehmen Sie Zucker in den Tee?	Do you take sugar in the tea?
zuerst	first	Wer war zuerst? - Der Herr hier.	Who was first? - The gentleman here.
der Zufall, -"e	coincidence	So ein Zufall, dass ich dich hier treffe.	Such a coincidence that I meet you here.
zugehen	to shut	Die Tür geht nicht zu. Kannst du mir helfen?	The door is not closing. Can you help me?
das Zuhause, -	home	Ich fühle mich hier wohl.	I feel good here.
der Zuhörer, -	listener	Liebe Zuhörer. Ihre Meinung interessiert uns. Bitte rufen Sie an.	Dear listener. Your opinion matters. Please call.
die Zukunft (Sg.)	future	Du musst mehr für die Schule lernen.	You have to learn more for the school.
zukünftig	in future	Das ist Ihr zukünftiger Chef, Herr Weber.	This is your future boss, Mr. Weber.
die Zulassung, -en	admission, approval	Ihre Zulassung, bitte.	Your approval, please.
zuletzt	finally, at last	Die Kleider packen wir zuletzt ein.	We finally pack the clothes.
zumindest	at least	Ich möchte nicht in der Stadt wohnen, zumindest jetzt nicht, wenn die Kinder noch so klein sind.	I do not want to live in the city, at least not now, when the kids are so small.
zurück/zurück-	back	Einmal Frankfurt und zurück!	Once Frankfurt and back!
zusagen, sagt zu, sagte zu, hat zugesagt	to promise, accept	Meine Eltern haben uns zum Essen eingeladen. Ich habe zugesagt.	My parents invited us to dinner. I have agreed.
zusammen/zusammen-	together	Wir haben als Kinder oft zusammen gespielt.	We often played together as children.
die Zusammenarbeit (Sg.)	team work, collaboration	Sie sind der neue Kollege? Auf gute Zusammenarbeit!	You are the new colleague? Good cooperation!
zusätzlich	additional	Sie müssen in Zukunft eine Stunde zusätzlich arbeiten.	You will have to work an extra hour in the future.
zuschauen, schaut zu, schaute zu, hat zugeschaut	to watch	Willst du mitspielen? - Nein, ich schaue lieber nur zu.	Do you want to play with me? - No, I just prefer to watch.
der Zuschauer, -	spectator	Liebe Zuschauer, wir wünschen Ihnen gute Unterhaltung.	Dear spectators, we wish you good entertainment.
zu sein, ist zu, war zu, ist zu gewesen	to be closed	Am Sonntag sind die die meisten Läden zu.	On Sunday, most stores are closed.
der Zustand, -"e	condition	Als wir in die Wohnung eingezogen sind, war sie in sehr schlechtem Zustand.	When we moved into the apartment, she was in very bad shape.
zuständig	competent, responsibe	Wir haben ein Problem mit der Heizung. Wer ist dafür zuständig?	We have a problem with the heating. Who is responsible for?
die Zustimmung, -en	agreement	Wir brauchen vor der Klassenfahrt die Zustimmung der Eltern.	We need parental consent before the class trip.
zuverlässig	reliable	Der Kollege kommt bestimmt gleich. Er ist immer sehr zuverlässig.	The colleague will surely be the same. He is always very reliable.
der Zuwanderer, -	immigrant	In Bremen leben besonders viele Zuwanderer aus der Türkei.	In Bremen especially many immigrants from Turkey live.
zwar	to be sure, indeed	Diese Schuhe sind zwar teuer, aber gut.	These shoes are expensive but good.
der Zweck, -e	purpose, aim	Ich glaube, es hat keinen Zweck, sich zu bewerben. Der Job ist sicher schon weg.	I think there is no point in applying. The job is already gone.
zweifeln, zweifelt, zweifelte, hat gezweifelt	to doubt	Ich zweifle nicht daran, dass Sie recht haben.	I do not doubt that you are right.
die Zwiebel, -n	onion	Eine Zwiebel in kleine Stücke schneiden und zusammen mit dem Fleisch braten.	Cut an onion into small pieces and fry together with the meat.
zwingen, zwingt, zwang, hat gezwungen	to force	Ich zwinge meine Kinder nicht, wenn sie nicht essen wollen.	I do not force my children if they do not want to eat.
zwischen	in between, between	Das Regal stellen wir zwischen die beiden Schränke.	We place the shelf between the two cabinets.
die Ansage, -n	announcement	Hören Sie auf die Ansagen.	Listen to the announcements.
der Anschluss	connection	In Mannheim haben Sie Anschluss nach Saarbrücken.	In Mannheim you have a connection to Saarbrücken.
der Anschluss	connection	Ist das die Anmeldung für einen Telefonanschluss?	Is that the application for a telephone connection?
an sein	to be (switched) on	Heute Nacht war das Licht an.	The light was on tonight.
antworten	to answer	Er antwortet nicht.	He isn’t answering.
die Antwort, -en	answer	Er gibt leider keine Antwort.	Unfortunately he isn't giving an answer.
die Anzeige, -n	advert	Ich habe Ihre Anzeige in der Zeitung gelesen.	I read your advert in the newspaper.
(sich) anziehen	to get dressed	Ich muss mich noch anziehen.	I still need to get dressed.
das Apartment, -s	apartment	Wir haben ein Apartment gemietet.	We rented an apartment.
der Apfel, -Ä	apple	Ein Pfund Äpfel bitte.	One pound of apples, please.
der Appetit	…	Guten Appetit!	Bon appetit!
arbeiten	to work	Wo arbeiten Sie?	Where do you work?
die Arbeit, -en	work	Mein Bruder sucht Arbeit.	My brother is looking for work.
arbeitslos	unemployed	Es gibt bei uns viele Leute, die schon lange arbeitslos sind.	We have a lot of people who have been unemployed for a long time.
der Arbeitsplatz, -ä, e	workplace	An meinem Arbeitsplatz fehlt ein Drucker.	There is no printer at my workplace.
der Arm, -e	arm	Mein Arm tut weh.	My arm hurts.
der Arzt, -Ä, e	doctor	Morgen habe ich einen Termin bei meiner Ärztin.	Tomorrow I have an appointment with my doctor.
auch	also	Ich bin auch Spanier.	I am also Spanish.
auf	on	Die Kinder spielen auf der Straße.	The children play on the street.
auf	until	Auf Wiedersehen.	goodbye (in person)
auf	in	Wie heißt das auf Deutsch?	What’s that called in German?
die Aufgabe, -n	task	Das ist eine schwere Aufgabe.	That is a difficult task.
aufhören	to end	Der Kurs hört in einer Woche auf.	The course ends in a week.
aufhören	to end	Hier hört die Bahnhofstraße auf.	Bahnhofstraße ends here.
auf sein	to be open	Du brauchst den Schlüssel nicht. Die Wohnung ist auf.	You don’t need the key. The flat is open.
aufstehen	to get up	Ich muss immer um vier Uhr aufstehen.	I always need to get up at 4 am.
aufstehen	to get up	Soll ich aufstehen?	Should I get up?
der Aufzug, -ü, e	lift	In diesem Haus gibt es keinen Aufzug.	There is no lift in this building.
das Auge, -n	eye	Er hat blaue Augen.	He has blue eyes.
aus	from	Er kommt aus Brasilien.	He comes from Brazil.
der Ausflug	excursion	Morgen machen wir einen Ausflug nach Heidelberg.	Tomorrow we are going on an excursion to Heidelberg.
ausfüllen	to fill out	Füllen Sie bitte dieses Formular aus.	Please fill out this form.
der Ausgang	exit	Wo ist der Ausgang?	Where is the exit?
die Auskunft, -ü, e	information/details	Können Sie mir eine Auskunft geben?	Can you give me some information?
das Ausland	abroad/overseas	Fahren Sie ins Ausland?	Do you travel abroad?
der Ausländer, -	foreigner	Sind Sie Ausländerin?	Are you a foreigner?
ausländisch	foreign	Leider habe ich nur ausländisches Geld.	Unfortunately I only have foreign money.
ausmachen	to switch off	Mach bitte das Licht aus!	Please switch off the light!
die Aussage, -n	statement	Ist die Aussage richtig oder falsch?	Is the statement true or false?
aussehen	to look	Das sieht schön aus.	That looks beautiful.
aus sein	to be (switched) off	Das Licht ist aus.	The light is off.
aus sein	to be out	Die Schule ist aus.	School is out.
aussteigen	to alight	Wo muss ich aussteigen?	Where do I need to alight?
der Ausweis	identity card	Hier ist mein Ausweis.	Here is my identity card.
ausziehen	to take off	Zieh die Schuhe aus, bitte!	Please take off your shoes!
sich ausziehen	to get undressed	Ich ziehe mich aus.	I get undressed.
das Auto, -s	car	Er kommt mit dem Auto.	He’s coming by car.
die Autobahn, -en	motorway	Wo geht‘s hier bitte zur Autobahn?	How do I get to the motorway?
der Automat	machine	Die Fahrkarten gibt es nur am Automaten.	Tickets are only available from the machine.
automatisch	automatic	Du musst nichts machen. Das geht automatisch.	You don’t need to do anything. It's automatic.
das Baby, -s	baby	Mein Kind ist noch ein Baby.	My child is still a baby.
die Bäckerei	bakery	Ich geh mal schnell zur Bäckerei.	I’m just popping to the bakery.
das Bad	bathroom	Wir haben kein großes Bad.	We don’t have a large bathroom.
baden	to bathe	Ich bade nicht so gern, ich dusche lieber.	I don’t like bathing so much, I prefer to shower.
die Bahn	train	Wir fahren lieber mit der Bahn.	We prefer to travel by train.
die Bahn	train	Ich nehme die nächste Bahn.	I’ll take the next train.
der Bahnhof	train station	Komme ich hier zum Bahnhof?	Is this the way to the train station?
der Bahnsteig	platform	Auf welchem Bahnsteig fährt der Zug?	From which platform does the train depart?
bald	soon	Ich komme bald.	I’m coming soon.
der Balkon	balcony	Die Wohnung hat auch einen kleinen Balkon.	The flat also has a small balcony.
die Banane, -n	banana	Drei Bananen, bitte!	Three bananas, please!
die Bank	bank	Die Bank schließt schon um vier Uhr.	The bank closes at 4 pm already.
die Bank	bench	Er sitzt im Park auf einer Bank und liest.	He’s sits in the park on a bench and reads.
bar	cash	Muss ich bar zahlen oder geht‘s auch mit Karte?	Do I have to pay in cash, or can I also pay by card?
der Bauch	stomach	Seit gestern tut mir der Bauch weh.	My stomach has been hurting since yesterday.
der Baum, -ä, e	tree	Vorsicht, fahr nicht an den Baum!	Careful, don’t drive into the tree!
der Beamte, -n	official	Fragen Sie die Beamtin an Schalter acht!	Ask the official at counter eight!
bedeuten	to mean	Was bedeutet das Wort?	What does that word mean?
beginnen	to begin	Das Spiel beginnt um 15.30 Uhr.	The game begins at 3:30 pm.
bei	next to	Offenbach liegt bei Frankfurt.	Offenbach is next to Frankfurt.
bei	at	Ich wohne bei meinen Eltern.	I live at my parents’ place.
bei uns	here / where we are	Bei uns regnet es heute.	It is raining here today.
bei	for	Er arbeitet bei der Polizei.	He works for the police.
beide	both	Beide Eltern arbeiten.	Both parents work.
beide	both	Wir kommen beide.	We are both coming.
das Bein, -e	leg	Mein rechtes Bein tut weh.	My right leg hurts.
das Beispiel, -e	example	Kannst du mir ein Beispiel sagen?	Can you give me an example?
zum Beispiel/z. B.	for example	Viele meiner Verwandten, z. B. meine beiden Brüder, arbeiten auch hier.	Many of my relatives, for example, both of my brothers, also work here.
bekannt	well known	Picasso ist sehr bekannt.	Picasso is very well known.
der/die Bekannte, -n	acquaintance	Ein Bekannter von mir heißt Klaus.	An acquaintance of mine is called Klaus.
bekommen	to receive	Haben Sie meinen Brief bekommen?	Did you receive my letter?
bekommen	to have	Was bekommen Sie?	What will you have?
bekommen	to get	Dieses Medikament bekommen Sie in der Apotheke.	You can get this medicine in a pharmacy.
benutzen	to use	Die Aufzüge bitte nicht benutzen!	Please don’t use the lifts!
der Beruf, -e	profession	Was sind Sie von Beruf?	What is your profession?
der Beruf, -e	occupation	Was ist Ihr Beruf?	What is your occupation?
besetzt	busy	Die Nummer ist immer besetzt.	The number is always busy.
besetzt	taken	Der Platz ist besetzt.	The seat is taken.
besichtigen	to visit	Ich möchte gern den Dom besichtigen.	I would like to visit the cathedral.
besser	better	Es geht mir schon besser.	I'm already feeling better.
best-	best	Am besten treffen wir uns morgen.	It's best that we meet tomorrow.
bestellen	to order	Wir möchten bestellen, bitte.	We would like to order, please.
bestellen	to order	Dieses Buch haben wir nicht – sollen wir es für Sie bestellen?	We don’t have this book, should we order it for you?
besuchen	to visit	Darf ich dich besuchen?	May I visit you?
das Bett, -en	bed	Wir brauchen noch ein Kinderbett.	We need another children’s bed.
bezahlen	to pay	Wo muss ich bezahlen?	Where do I need to pay?
das Bier	beer	Noch ein Bier bitte.	Another beer, please.
das Bild, -er	picture	Hast du ein Bild von deinem Sohn?	Do you have a picture of your son?
billig	cheap	Die Jacke kostet nur 10 Euro! Die ist aber billig!	The jacket only costs 10 euros! That’s cheap!
die Birne, -n	pear	Ein Kilo Birnen, bitte!	One kilogram of pears, please!
bis	to (as far as)	Ich fahre nur bis Stuttgart.	I’m only travelling to Stuttgart.
bis	until	Ich warte bis morgen.	I will wait until tomorrow.
bisschen	(a) little	Ich spreche Englisch, Französisch und ein bisschen Deutsch.	I speak English, French, and a little German.
bitte	please	Eine Tasse Kaffee, bitte!	A cup of coffee, please!
bitte	please	Sprechen Sie bitte leise!	Please speak softly!
die Bitte, -n	request	Ich habe noch eine Bitte.	I have one more request.
bitten	to ask	Darf ich Sie um etwas bitten?	May I ask something of you?
bitter	bitter	Der Kaffee schmeckt bitter.	The coffee tastes bitter.
bleiben	to stay	Ich bleibe heute zu Hause.	I'm staying home today.
bleiben	to stay	Wir bleiben nur bis morgen.	We are only staying until tomorrow.
der Bleistift, -e	pencil	Hast du einen Bleistift?	Do you have a pencil?
der Blick	view	Von diesem Hotel hat man einen guten Blick auf den Rhein.	From this hotel you have a good view of the Rhine.
die Blume, -n	flower	Gefallen dir die Blumen?	Do you like the flowers?
der Bogen	sheet	Schreiben Sie Ihre Lösungen bitte auf den Antwortbogen.	Write your solutions on the answer sheet.
böse	angry	Sie ist böse auf mich.	She is angry with me.
brauchen	to need	Brauchst du die Zeitung noch?	Do you still need the newspaper?
breit	wide	Wie breit ist der Schrank?	How wide is the cupboard?
der Brief, -e	letter	Haben Sie einen Brief für mich?	Do you have a letter for me?
die Briefmarke, -n	(postage) stamp	Kaufst du bitte Briefmarken bei der Post.	Could you please buy stamps at the post office.
bringen	to bring	Bringen Sie mir bitte noch einen Kaffee!	Please bring me another coffee!
bringen	to take	Wir müssen ihn zum Arzt bringen.	We need to take him to the doctor.
das Brot, -e	bread	Haben Sie auch Weißbrot?	Do you have white bread, too?
das Brot, -e	bread roll	Nimm noch ein paar Brote für die Fahrt mit.	Take another couple of bread rolls for the journey.
das Brötchen, –	bread roll	Möchtest du Brötchen zum Frühstück?	Would you like bread rolls for breakfast?
der Bruder, -ü	brother	Sein Bruder arbeitet auch hier.	His brother also works here.
das Buch, -ü, er	book	Gute Bücher sind oft sehr teuer.	Good books are often very expensive.
das Wörterbuch, -ü, er	dictionary	In diesem Wörterbuch finden Sie mehr als 20.000 Wörter.	You will find more than 20,000 words in this dictionary.
der Buchstabe, -n	letter (character)	Diesen Buchstaben gibt es in meiner Sprache nicht.	We don't have this letter in my language.
buchstabieren	to spell	Bitte buchstabieren Sie Ihren Namen.	Please spell your name.
der Bus, -se	bus	Wann kommt der nächste Bus?	When does the next bus arrive?
die Butter	butter	Für mich bitte ein Brötchen mit Butter und Käse.	A bread roll with butter and cheese for me, please.
das Café, -s	cafe	Sollen wir uns im Café treffen?	Should we meet at the cafe?
die CD, -s	CD	Bring bitte deine Lieblings-CD mit.	Please bring your favourite CD with you.
der Chef	boss	Wir haben eine neue Chefin.	We have a new boss.
circa/ca.	approximately	Von Mainz nach Frankfurt sind es circa fünfzig Kilometer.	From Mainz to Frankfurt it is approximately 50 kilometres.
der Computer, –	computer	Wann bekommst du deinen neuen Computer?	When are you getting your new computer?
da	there	Da hinten ist er ja.	He’s back there.
da	here	Wir sprechen gerade über Paul. Da kommt er ja gerade.	We are talking about Paul. Here he comes now.
da	there	Ich nehme das da.	I’ll take that there.
da	here	Ist Herr Klein schon da?	Is Mr Klein already here?
die Dame, -n	lady	Damen (an der Toilette)	Ladies (toilet sign)
die Dame, -n	lady	Sehr geehrte Damen und Herren!	Ladies and gentlemen!
daneben	next to it	Du kennst doch die Post. Daneben ist die Bank.	You do know the post office. The bank is next to it.
danken	to thank	Ich danke Ihnen für die Einladung.	I thank you for the invitation.
der Dank	thanks	Vielen Dank!	Many thanks!
der Dank	thanks	Herzlichen Dank!	Thank you very much!
danke	thank you	Soll ich Ihnen helfen? / Nein, danke!	Can I help you? / No thank you!
dann	then (afterwards)	Ich muss noch schnell zur Post, dann komme ich.	I still need to pop to the post office, then I’ll come.
das Datum	date	Bitte schreiben Sie noch das Datum auf das Formular.	Please write the date on the form.
dauern	to take (duration)	Wie lange dauert der Film?	How long is the film?
dein-	your	Ist das dein Auto?	Is that your car?
dein-	yourself	Ist das deins?	Is that yours?
denn	because	Ich kann nicht kommen, denn ich bin krank.	I can’t come because I’m ill.
das	that	Ich nehme das da.	I’ll take that there.
das	the	Ich mag das Buch.	I like the book.
der	the	Hier ist der Brief, den du suchst.	Here is the letter that you’re looking for.
die	the	Die Fahrkarte bekommst du am Bahnhof.	You will get the ticket at the train station.
dich	you	Die Blumen sind für dich.	The flowers are for you.
dies-	this	Ich nehme lieber diesen Kuchen.	I’d prefer to have this cake.
dir	you	Gefallen dir die Blumen?	Do you like the flowers?
die Disco	disco	Heute abend gehen wir in die Disco tanzen.	This evening we’re going dancing in the disco.
der Doktor	doctor	Meine Tochter ist krank. Wir gehen zum Doktor.	My daughter is sick. We are going to the doctor.
das Doppelzimmer	double room	Wollen Sie ein Doppelzimmer oder ein Einzelzimmer?	Would you like a double room or a single room?
das Dorf, -ö, er	village	Meine Familie lebt in einem Dorf.	My family lives in a village.
dort	there	Dort ist mein Zimmer.	There's my room.
dorthin	there (to that place, in that direction)	Deine Tasche kannst du dorthin stellen.	You can put your bag there.
dorther	from there	Er kommt gerade dorther.	He's just coming from there.
draußen	outside	Wollen wir draußen sitzen?	Shall we sit outside?
drucken	to print	Bitte drucke das Formular für mich.	Please print the form for me.
der Drucker, –	printer	Mein Drucker ist kaputt.	My printer is broken.
drücken	to press	Drück hier, dann geht der Computer an.	Press here, then the computer turns on.
durch	through	Am besten gehen Sie durch die Breite Straße.	It's best to go through Breite Straße.
die Durchsage, -n	announcement	Ich habe die Durchsage nicht verstanden.	I didn’t understand the announcement.
dürfen	to be allowed	Sie dürfen hier nicht rauchen.	You are not allowed to smoke here.
dürfen	to be allowed	Darf ich Sie zu einem Kaffee einladen?	May I invite you for a coffee?
dürfen	to be allowed	Es darf nicht mehr als 15 Euro kosten.	It may not cost more than 15 euros.
der Durst	thirst	Hast du etwas zu trinken? Ich habe großen Durst.	Do you have anything to drink? I’m very thirsty.
(sich) duschen	to shower	Ich bade nicht so gern, ich dusche lieber.	I don’t like bathing so much, I prefer to shower.
die Dusche	shower	Unsere Wohnung hat nur eine Dusche.	Our flat only has a shower.
die Ecke, -n	corner	An der nächsten Ecke links.	Left at the next corner.
die Ehefrau, -en/	wife	Das ist meine (Ehe-) Frau.	That is my wife.
der Ehemann, ä, er	husband	Das ist mein (Ehe-) Mann.	That is my husband.
das Ei, -er	egg	Möchtest du ein Ei zum Frühstück?	Would you like an egg for breakfast?
eilig	…	Hast du es eilig?	Are you in a hurry?
ein-	one / a	Ich nehme ein Bier. Willst du auch eins?	I’ll have a beer. Do you want one, too?
ein-	someone	Ist hier einer, der das kann?	Is there someone here who can do that?
einfach	simple	Die Prüfung ist ganz einfach.	The test is very simple.
einfach	a single (ticket)	Hin und zurück? / Nein, bitte nur einfach.	Return? / No, just a single, please.
einfach	simple	Ich brauche nur ein einfaches Zimmer.	I just need a simple room.
der Eingang	entrance	Der Eingang ist um die Ecke.	The entrance is round the corner.
einkaufen	to go shopping	Ich muss noch für morgen einkaufen.	I still need to go shopping for tomorrow.
einladen	to invite / treat	Darf ich Sie zu einem Kaffee einladen?	May I treat you to a coffee?
die Einladung	invitation	Danke für die Einladung!	Thank you for the invitation!
noch einmal	again	Diese Prüfung mache ich nicht noch einmal.	I will not take this exam again.
einmal	once	Sie dürfen diese Prüfung nur einmal machen.	You may only take this exam once.
einsteigen	to get on (board)	Schnell, steig ein, der Zug fährt gleich.	Quick, get on, the train is about to leave!
der Eintritt	entry	Der Preis für den Eintritt ist 5 Euro.	The price for entry is 5 euros.
das Einzelzimmer	single room	Haben Sie noch ein Einzelzimmer?	Do you have another single room?
die Eltern (pl.)	parents	Meine Eltern leben in Spanien.	My parents live in spain.
die E-Mail, -s	email	Ich habe Ihre E-Mail nicht bekommen.	I didn’t receive your email.
der Empfänger, –	recipient	Auf dem Brief steht dein Name, also bist du der Empfänger.	Your name is on the letter, therefore you are the recipient.
empfehlen	to recommend	Welchen Wein können Sie mir empfehlen?	Which wine can you recommend to me?
enden	to end	Die Straße endet hier.	The street ends here.
das Ende	end	Sie wohnt am Ende der Straße.	She lives at the end of the street.
das Ende	end	Er bekommt sein Geld am Ende des Monats.	He gets his money at the end of the month.
entschuldigen	to excuse	Entschuldigen Sie bitte!	Excuse me, please!
die Entschuldigung	…	Entschuldigung! / Bitte.	Excuse me! / Sure.
er	he	Er heißt Ali.	He’s called Ali.
das Ergebnis, -se	result	Das Ergebnis des Tests bekommen Sie in zwei Wochen.	You will receive the test results in two weeks.
erklären	to explain	Kannst du mir das erklären?	Can you explain that to me?
erlauben	allow	Rauchen ist hier nicht erlaubt.	Smoking is not allowed here.
der Erwachsene, -n	adult	Dieser Film ist nur für Erwachsene.	This film is for adults only.
erzählen	to tell	Wir müssen euch etwas erzählen!	We need to tell you something!
es	it	Es regnet.	It’s raining.
essen	to eat	Was gibt es zu essen?	What is there to eat?
das Essen	food	Das Essen ist heute sehr gut.	The food is very good today.
euer	your [pl.]	Euer Kurs beginnt heute.	Your course begins today.
fahren	to travel	Ich fahre mit dem Auto zur Arbeit.	I go to work by car.
der Fahrer	driver	Bitte nicht mit dem Fahrer sprechen!	Please do not speak to the driver!
die Fahrkarte, -n	(transport) ticket	Hast du schon eine Fahrkarte?	Do you already have a ticket?
das Fahrrad, -ä, er	bicycle	Fährst du mit dem Fahrrad oder mit dem Auto?	Do you travel by bike or by car?
falsch	wrong / incorrect	Das ist falsch.	That is wrong.
die Familie, -n	family	Meine Familie lebt in Spanien.	My family lives in Spain.
der Familienname	surname	Meine Familiennamen sind García González.	My surname is García González.
der Familienstand	family/marital status	Bei „Familienstand“ musst du „ledig“ ankreuzen.	Under “family status” you have to tick “single”.
die Farbe, -n	colour	Die Farbe gefällt mir gut.	I like the colour.
das Fax, -e	fax	Schicken Sie uns einfach ein Fax!	Just send us a fax!
der Feierabend	end of work/home time	Wir machen jetzt Feierabend.	We are calling it a day now. / We are finishing work for the day now.
der Feiertag	bank holiday	Am Montag ist Feiertag.	Monday is a bank holiday.
